Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,35.029999,35.459999,34.430000,34.830002,25.775806,524971600
2013-02-01,35.060001,35.950001,34.520000,35.080002,26.146143,461294400
2013-03-01,34.939999,38.200001,34.849998,36.990002,27.569729,443204500
2013-04-01,37.020000,38.040001,36.189999,37.980000,28.307592,468022100
2013-05-01,37.900002,41.590000,37.290001,40.549999,30.223087,461672500
2013-06-01,40.830002,41.740002,39.400002,41.270000,31.001925,433603700
2013-07-01,41.560001,44.790001,40.790001,43.500000,32.677113,457853600
2013-08-01,44.189999,44.740002,40.919998,41.080002,30.859213,321439400
2013-09-01,41.650002,43.830002,40.889999,41.320000,31.252436,366625700
2013-10-01,41.369999,43.400002,40.070000,42.689999,32.288631,426027500
2013-11-01,42.720001,44.750000,41.709999,44.020000,33.294582,315449500
2013-12-01,44.110001,45.639999,43.209999,45.400002,34.581699,325412900
2014-01-01,45.150002,46.840000,44.910000,45.340000,34.536007,387760100
2014-02-01,45.310001,46.650002,44.169998,46.419998,35.358646,303124800
2014-03-01,46.110001,49.970001,45.959999,49.740002,38.143127,367718800
2014-04-01,49.880001,50.490002,46.720001,49.639999,38.066429,374101800
2014-05-01,49.740002,50.820000,48.660000,50.779999,38.940651,283041300
2014-06-01,50.939999,53.049999,50.750000,52.560001,40.595074,291434500
2014-07-01,52.730000,53.080002,50.610001,50.900002,39.312969,350004200
2014-08-01,50.500000,51.750000,49.470001,51.439999,39.730026,243207400
2014-09-01,51.709999,53.799999,51.000000,51.869999,40.342308,272704900
2014-10-01,51.840000,53.169998,46.439999,53.090000,41.291180,438607500
2014-11-01,53.220001,54.740002,52.869999,54.480000,42.372253,238274700
2014-12-01,54.419998,55.950001,52.730000,54.820000,42.918678,356501200
2015-01-01,55.110001,55.189999,50.419998,51.919998,40.648247,388756400
2015-02-01,52.189999,55.580002,51.990002,54.790001,42.895195,278034600
2015-03-01,54.790001,56.290001,53.290001,54.400002,42.870583,348820200
2015-04-01,54.419998,55.759998,53.560001,55.099998,43.422222,309923300
2015-05-01,55.259998,56.700001,54.450001,55.959999,44.099957,266599600
2015-06-01,56.240002,58.259998,55.740002,56.240002,44.620918,362266300
2015-07-01,57.090000,58.770000,55.080002,57.869999,45.914169,300870000
2015-08-01,58.070000,58.160000,47.750000,53.330002,42.312126,383406500
2015-09-01,52.110001,53.910000,49.799999,51.349998,41.007133,409157600
2015-10-01,51.509998,55.570000,49.509998,54.139999,43.235176,353524000
2015-11-01,54.209999,56.340000,54.130001,55.099998,44.001823,268235700
2015-12-01,55.509998,56.240002,52.750000,54.360001,43.709270,340655400
2016-01-01,53.090000,53.270000,46.880001,50.230000,40.388458,472033500
2016-02-01,50.119999,50.180000,44.500000,46.919998,37.726990,473024200
2016-03-01,47.139999,50.750000,47.139999,48.360001,39.185791,395938300
2016-04-01,48.230000,51.410000,46.619999,49.980000,40.498459,376851000
2016-05-01,50.279999,51.189999,47.549999,50.720001,41.098072,363734500
2016-06-01,50.259998,51.110001,44.500000,47.330002,38.644878,460863700
2016-07-01,47.080002,49.150002,45.700001,47.970001,39.167439,353764100
2016-08-01,47.980000,50.919998,47.330002,50.799999,41.478130,356092400
2016-09-01,50.919998,51.000000,44.099998,44.279999,36.444901,760596400
2016-10-01,44.119999,46.810001,43.549999,46.009998,37.868778,586021900
2016-11-01,46.119999,54.060001,44.490002,52.919998,43.556084,672239000
2016-12-01,53.130001,58.020000,53.060001,55.110001,45.736500,514610900
2017-01-01,55.669998,57.330002,53.340000,56.330002,46.748989,433876600
2017-02-01,56.540001,59.009998,55.169998,57.880001,48.035358,302405300
2017-03-01,59.110001,59.990002,54.240002,55.660000,46.506683,395621300
2017-04-01,55.700001,56.200001,51.259998,53.840000,44.985970,413088700
2017-05-01,54.099998,55.599998,50.830002,51.139999,42.729996,397353300
2017-06-01,51.529999,56.599998,51.060001,55.410000,46.622616,407671900
2017-07-01,55.810001,56.450001,53.180000,53.939999,45.385746,323918200
2017-08-01,54.230000,54.389999,50.869999,51.070000,42.970905,394552400
2017-09-01,51.060001,55.230000,49.270000,55.150002,46.740929,375336300
2017-10-01,55.160000,56.520000,52.840000,56.139999,47.579987,375160400
2017-11-01,56.320000,57.330002,53.209999,56.470001,47.859661,368177900
2017-12-01,56.570000,62.240002,55.439999,60.669998,51.778522,422124100
2018-01-01,61.040001,66.309998,60.700001,65.779999,56.139629,362611700
2018-02-01,65.370003,66.089996,54.720001,58.410000,49.849735,601421000
2018-03-01,58.250000,58.939999,50.689999,52.410000,44.995838,463858700
2018-04-01,52.369999,53.959999,50.259998,51.959999,44.609497,435118800
2018-05-01,51.759998,56.180000,50.810001,53.990002,46.352322,402405200
2018-06-01,54.560001,57.119999,53.020000,55.439999,47.955555,387613300
